"116.3480063,39.98271053"
"116.3480063,39.98271053"
"116.3480058,39.98268787"
"116.3480074,39.98267804"
"116.3480091,39.98267087"
"116.3480066,39.98265887"
"116.3480039,39.98264386"
"116.3480054,39.98263036"
"116.3480046,39.98261719"
"116.3480026,39.98260402"
"116.3480006,39.98259135"
"116.3480041,39.98257986"
"116.3480084,39.98256737"
"116.3480096,39.98255203"
"116.3480081,39.9825362"
"116.3480064,39.98252053"
"116.3480051,39.98250486"
"116.3480049,39.98249086"
"116.3480034,39.98247652"
"116.3480034,39.98247652"
"116.3480613,39.98288164,39.98288164"
"116.3480594,39.98287742,39.98287742"
"116.3480783,39.98287897,39.98287897"
"116.3480871,39.98288462,39.98288462"
"116.3481069,39.98288445,39.98288445"
"116.3481204,39.98288242,39.98288242"
"116.348128,39.982888,39.982888"
"116.3481382,39.98288939,39.98288939"
"116.3481553,39.98289091,39.98289091"
"116.3481685,39.98288687,39.98288687"
"116.3481881,39.98289174,39.98289174"
"116.3481959,39.98288642,39.98288642"
"116.3482127,39.98289269,39.98289269"
"116.3482196,39.9828884,39.9828884"
"116.3482422,39.98289304,39.98289304"
"116.3482462,39.98288949,39.98288949"
"116.3482609,39.98289876,39.98289876"
"116.3482777,39.98289632,39.98289632"
"116.3482916,39.98289227,39.98289227"
"116.3483091,39.98289535,39.98289535"
"116.3483164,39.98289929,39.98289929"
"116.348332,39.98289791,39.98289791"
"116.3483474,39.98290449,39.98290449"
"116.3483606,39.98289881,39.98289881"
"116.34837,39.98290125,39.98290125"
"116.3483818,39.9829065,39.9829065"
"116.3483865,39.98290274,39.98290274"
"116.3484287,39.98290949,39.98290949"
"116.3484525,39.9829112,39.9829112"
"116.3484735,39.9829099,39.9829099"
"116.3484969,39.98290611,39.98290611"
"116.3485308,39.98290067,39.98290067"
"116.3485503,39.98290138,39.98290138"
"116.3485762,39.98290192,39.98290192"
"116.3485989,39.9829033,39.9829033"
"116.3486222,39.98290884,39.98290884"
"116.3486437,39.98291305,39.98291305"
"116.3486613,39.98291491,39.98291491"
"116.3486771,39.98291928,39.98291928"
"116.3486943,39.98292214,39.98292214"
"116.348712,39.98292584,39.98292584"
"116.3487306,39.98292621,39.98292621"
"116.3487483,39.98292624,39.98292624"
"116.3487673,39.98292494,39.98292494"
"116.3487809,39.98292047,39.98292047"
"116.3487962,39.98292183,39.98292183"
"116.3488109,39.98292669,39.98292669"
"116.3488275,39.98293005,39.98293005"
"116.3488428,39.98293191,39.98293191"
"116.3488575,39.98293094,39.98293094"
"116.3488739,39.98292914,39.98292914"
"116.3488906,39.98292867,39.98292867"
"116.3489061,39.9829282,39.9829282"
"116.3489202,39.98292839,39.98292839"
"116.3489344,39.98292691,39.98292691"
"116.3489469,39.98292627,39.98292627"
"116.3489587,39.98292879,39.98292879"
"116.3489719,39.98293032,39.98293032"
"116.3489896,39.98292852,39.98292852"
"116.3490089,39.98292822,39.98292822"
"116.3490287,39.98293225,39.98293225"
"116.3490454,39.98293428,39.98293428"
"116.3490626,39.98293682,39.98293682"
"116.3490795,39.98294051,39.98294051"
"116.3490974,39.98294371,39.98294371"
"116.3491179,39.98294592,39.98294592"
"116.3491346,39.98295095,39.98295095"
"116.3491515,39.98295581,39.98295581"
"116.3491689,39.98295934,39.98295934"
"116.3491886,39.98296288,39.98296288"
"116.3492055,39.98296441,39.98296441"
"116.3492237,39.98296078,39.98296078"
"116.3492409,39.98295848,39.98295848"
"116.3492606,39.98295835,39.98295835"
"116.3492781,39.98295721,39.98295721"
"116.3492997,39.98295858,39.98295858"
"116.3493192,39.98296095,39.98296095"
"116.3493286,39.98296114,39.98296114"
"116.3493391,39.98296299,39.98296299"
"116.3493555,39.98296652,39.98296652"
"116.3493705,39.98296755,39.98296755"
"116.3489647,39.98295112,39.98295112"
"116.3489648,39.98296497,39.98296497"
"116.3489641,39.98297647,39.98297647"
"116.3489619,39.9829858,39.9829858"
"116.3489606,39.98299546,39.98299546"
"116.3489609,39.9830073,39.9830073"
"116.3489626,39.9830203,39.9830203"
"116.3489612,39.98304014,39.98304014"
"116.348966,39.98304269,39.98304269"
"116.3489679,39.98305111,39.98305111"
"116.3489622,39.98306451,39.98306451"
"116.3489619,39.98307159,39.98307159"
"116.3489621,39.98308661,39.98308661"
"116.3489678,39.98309267,39.98309267"
"116.3489614,39.98310313,39.98310313"
"116.3489608,39.98311235,39.98311235"
"116.3489581,39.98312496,39.98312496"
"116.3489603,39.98313916,39.98313916"
"116.3489631,39.98314961,39.98314961"
"116.3489676,39.98315633,39.98315633"
"116.348959,39.98316974,39.98316974"
"116.3489637,39.98317931,39.98317931"
"116.348962,39.98318654,39.98318654"
"116.3489585,39.98319972,39.98319972"
"116.3489642,39.98320152,39.98320152"
"116.3489648,39.98321443,39.98321443"
"116.3489586,39.98322262,39.98322262"
"116.3489602,39.98323274,39.98323274"
"116.3489648,39.98324801,39.98324801"
"116.3489634,39.98324855,39.98324855"
"116.3489408,39.98325379,39.98325379"
"116.3489174,39.98325085,39.98325085"
"116.3488967,39.98325148,39.98325148"
"116.3488675,39.98325626,39.98325626"
"116.3488451,39.98325362,39.98325362"
"116.3488244,39.98325531,39.98325531"
"116.3487959,39.98325026,39.98325026"
"116.348773,39.98325904,39.98325904"
"116.3487524,39.98325593,39.98325593"
"116.3487277,39.98325994,39.98325994"
"116.3487065,39.9832597,39.9832597"
"116.3486781,39.98325836,39.98325836"
"116.3486581,39.98325871,39.98325871"
"116.3486344,39.9832593,39.9832593"
"116.3486371,39.98325814,39.98325814"
"116.3486138,39.98325772,39.98325772"
"116.3485912,39.9832609,39.9832609"
"116.3485663,39.98325916,39.98325916"
"116.3485406,39.98325747,39.98325747"
"116.3485165,39.983252,39.983252"
"116.3484932,39.98325404,39.98325404"
"116.3484979,39.98325096,39.98325096"
"116.3484772,39.98325226,39.98325226"
"116.3484578,39.98325255,39.98325255"
"116.3484391,39.98325035,39.98325035"
"116.3484226,39.98324999,39.98324999"
"116.3484061,39.98324829,39.98324829"
"116.3483914,39.98324576,39.98324576"
"116.3483767,39.9832459,39.9832459"
"116.348361,39.98324571,39.98324571"
"116.3483448,39.98324368,39.98324368"
"116.3483276,39.98324215,39.98324215"
"116.3483104,39.98324128,39.98324128"
"116.3482936,39.98324358,39.98324358"
"116.3482806,39.98324773,39.98324773"
"116.3482683,39.98325087,39.98325087"
"116.3482527,39.98324901,39.98324901"
"116.3482374,39.98324815,39.98324815"
"116.3482205,39.98324678,39.98324678"
"116.3482058,39.98324792,39.98324792"
"116.3482075,39.98325809,39.98325809"
"116.3481909,39.9832599,39.9832599"
"116.3481757,39.98325637,39.98325637"
"116.3481567,39.98324383,39.98324383"
"116.3481375,39.98323763,39.98323763"
"116.3481269,39.98323611,39.98323611"
"116.3481193,39.98323576,39.98323576"
"116.3485432,39.98348654"
"116.3485452,39.98346654"
"116.3485442,39.98344654"
"116.3485432,39.98342654"
"116.3485422,39.98340654"
"116.3485412,39.98338654"
"116.3485422,39.98336654"
"116.3485442,39.98334654"
"116.3485432,39.98332654"
"116.3485422,39.98330654"
"116.348535,39.98330319"
"116.3485357,39.98328713"
"116.3485366,39.98326187"
"116.3485428,39.98324258"
"116.3485448,39.98321682"
"116.3485408,39.98320064"
"116.3485427,39.98318183"
"116.3485389,39.98315527"
"116.3485383,39.98314046"
"116.3485466,39.98311713"
"116.348541,39.98309179"
"116.3485417,39.98307194"
"116.3485489,39.98305198"
"116.3485484,39.98303072"
"116.3485494,39.9830116"
"116.348549,39.98298348"
"116.3485491,39.98296199"
"116.3485531,39.9829398"
"116.348548,39.98292351"
"116.3485501,39.98290443"
"116.3485507,39.98289756"
"116.3485422,39.9828726"
"116.3485304,39.98285553"
"116.3485133,39.98282534"
"116.3485014,39.98280102"
"116.3484908,39.98278843"
"116.3484771,39.9827646"
"116.3484662,39.98274093"
"116.3484589,39.98271082"
"116.3484557,39.98269216"
"116.3484353,39.98266499"
"116.3484347,39.98264554"
"116.348412,39.98261052"
"116.3484099,39.98258485"
"116.3483893,39.98256714"
"116.3483892,39.98255038"
"116.3483663,39.98252016"
"116.3483663,39.98252016"
"116.3483063,39.98252016"
"116.3482663,39.98252016"
"116.3482263,39.98252016"
"116.3485763,39.98289728"
"116.3486117,39.98288763"
"116.3486334,39.98286674"
"116.3486674,39.98283944"
"116.3486966,39.98282596"
"116.3487341,39.9827998"
"116.3487646,39.98278648"
"116.348788,39.9827564"
"116.3488254,39.98274402"
"116.3488593,39.982718"
"116.3488799,39.98269327"
"116.3489142,39.98268347"
"116.3489431,39.98266267"
"116.3489802,39.98263168"
"116.3490129,39.98262395"
"116.3490397,39.98260244"
"116.3490656,39.98258112"
"116.3491076,39.98256186"
"116.3491292,39.98253291"
"116.3491638,39.98251521"
"116.3491635,39.98251665"
"116.3491762,39.98251284"
"116.3491887,39.98250903"
"116.3492037,39.98250506"
"116.3492164,39.98249908"
"116.3492273,39.98249577"
"116.3492391,39.98249445"
"116.3492537,39.98249848"
"116.3492654,39.98249817"
"116.3492776,39.98251519"
"116.3492847,39.98251371"
"116.3492888,39.98250788"
